locale,key,fr_value,current_value,draft_value
uk,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]"
uk,label_holder,Titulaire,"Titulaire [MT]","Titulaire [MT]"
uk,label_current_balance,"Solde actuel","Solde actuel [MT]","Solde actuel [MT]"
uk,label_status,Statut,"Statut [MT]","Statut [MT]"
uk,status_active,ACTIVÉ,"ACTIVÉ [MT]","ACTIVÉ [MT]"
uk,you_can_now,"Vous pouvez maintenant :","Vous pouvez maintenant : [MT]","Vous pouvez maintenant : [MT]"
uk,can_make_transfers,"Effectuer des virements et transferts","Effectuer des virements et transferts [MT]","Effectuer des virements et transferts [MT]"
uk,check_balance,"Consulter votre solde en temps réel","Consulter votre solde en temps réel [MT]","Consulter votre solde en temps réel [MT]"
uk,manage_transactions,"Gérer vos transactions en toute sécurité","Gérer vos transactions en toute sécurité [MT]","Gérer vos transactions en toute sécurité [MT]"
uk,access_services,"Accéder à tous nos services bancaires","Accéder à tous nos services bancaires [MT]","Accéder à tous nos services bancaires [MT]"
uk,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]"
uk,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX","Code de Déblocage Utilisé - TRANSFERFLUX [MT]","Code de Déblocage Utilisé - TRANSFERFLUX [MT]"
uk,unlock_code_used_heading,"Code de Déblocage Utilisé","Code de Déblocage Utilisé [MT]","Code de Déblocage Utilisé [MT]"
uk,greeting_simple,"Bonjour,","Bonjour, [MT]","Bonjour, [MT]"
uk,info_notification,"ℹ️ Notification :","ℹ️ Notification : [MT]","ℹ️ Notification : [MT]"
uk,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.","Un code de déblocage vient d'être utilisé sur votre compte. [MT]","Un code de déblocage vient d'être utilisé sur votre compte. [MT]"
uk,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]"
uk,label_date_time,"Date et heure","Date et heure [MT]","Date et heure [MT]"
uk,label_transfer_amount,"Montant du transfert","Montant du transfert [MT]","Montant du transfert [MT]"
uk,label_recipient,Destinataire,"Destinataire [MT]","Destinataire [MT]"
uk,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]"
uk,contact_support_immediately,"Contactez immédiatement notre service client","Contactez immédiatement notre service client [MT]","Contactez immédiatement notre service client [MT]"
uk,check_recent_transactions,"Vérifiez toutes vos transactions récentes","Vérifiez toutes vos transactions récentes [MT]","Vérifiez toutes vos transactions récentes [MT]"
uk,change_access_codes,"Changez vos codes d'accès par mesure de sécurité","Changez vos codes d'accès par mesure de sécurité [MT]","Changez vos codes d'accès par mesure de sécurité [MT]"
uk,if_legitimate,"✅ Si cette action est légitime :","✅ Si cette action est légitime : [MT]","✅ Si cette action est légitime : [MT]"
uk,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]"
uk,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX","Code de déblocage - TRANSFERFLUX [MT]","Code de déblocage - TRANSFERFLUX [MT]"
uk,transfer_unlock_heading,"Code de déblocage du virement","Code de déblocage du virement [MT]","Code de déblocage du virement [MT]"
uk,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]"
uk,transfer_unlock_code_label,"Le code est :","Le code est : [MT]","Le code est : [MT]"
uk,your_unlock_code,"Votre Code de Déblocage","Votre Code de Déblocage [MT]","Votre Code de Déblocage [MT]"
uk,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!","Ne partagez pas votre code de déblocage !! [MT]","Ne partagez pas votre code de déblocage !! [MT]"
uk,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.","Ce code est strictement personnel et confidentiel. [MT]","Ce code est strictement personnel et confidentiel. [MT]"
uk,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]"
uk,contact_support_for_questions,"Pour toute question, contactez notre service client.","Pour toute question, contactez notre service client. [MT]","Pour toute question, contactez notre service client. [MT]"
uk,welcome_title,"Bienvenue - TRANSFERFLUX","Bienvenue - TRANSFERFLUX [MT]","Bienvenue - TRANSFERFLUX [MT]"
uk,welcome_heading,"Bienvenue sur FLASH BILAN","Bienvenue sur FLASH BILAN [MT]","Bienvenue sur FLASH BILAN [MT]"
uk,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]"
uk,login_credentials_title,"📧 Vos identifiants de connexion :","📧 Vos identifiants de connexion : [MT]","📧 Vos identifiants de connexion : [MT]"
uk,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]"
uk,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !","Au plaisir de vous accompagner dans vos opérations financières ! [MT]","Au plaisir de vous accompagner dans vos opérations financières ! [MT]"
uk,balance_decreased_title,"Diminution de solde - TRANSFERFLUX","Diminution de solde - TRANSFERFLUX [MT]","Diminution de solde - TRANSFERFLUX [MT]"
uk,balance_decreased_heading,"Diminution de Solde","Diminution de Solde [MT]","Diminution de Solde [MT]"
uk,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.","Nous souhaitons vous informer que votre solde a été diminué. [MT]","Nous souhaitons vous informer que votre solde a été diminué. [MT]"
uk,operation_details,"Détails de l'opération","Détails de l'opération [MT]","Détails de l'opération [MT]"
uk,label_amount_deducted,"Montant déduit","Montant déduit [MT]","Montant déduit [MT]"
uk,label_new_balance,"Nouveau solde","Nouveau solde [MT]","Nouveau solde [MT]"
uk,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
uk,balance_increased_title,"Augmentation de solde - TRANSFERFLUX","Augmentation de solde - TRANSFERFLUX [MT]","Augmentation de solde - TRANSFERFLUX [MT]"
uk,balance_increased_heading,"Augmentation de Solde","Augmentation de Solde [MT]","Augmentation de Solde [MT]"
uk,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]"
uk,label_amount_added,"Montant ajouté","Montant ajouté [MT]","Montant ajouté [MT]"
uk,thank_you_trust,"Merci de votre confiance !","Merci de votre confiance ! [MT]","Merci de votre confiance ! [MT]"
uk,refund_title,"Remboursement - TRANSFERFLUX","Remboursement - TRANSFERFLUX [MT]","Remboursement - TRANSFERFLUX [MT]"
uk,refund_heading,"Échec de Virement","Échec de Virement [MT]","Échec de Virement [MT]"
uk,refund_subject,"Échec de virement - TRANSFERFLUX","Échec de virement - TRANSFERFLUX [MT]","Échec de virement - TRANSFERFLUX [MT]"
uk,refund_failed_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]"
uk,transfer_details,"Détails du virement","Détails du virement [MT]","Détails du virement [MT]"
uk,label_transfer_date,"Date du Virement","Date du Virement [MT]","Date du Virement [MT]"
uk,label_reason,"Motif du Virement","Motif du Virement [MT]","Motif du Virement [MT]"
uk,refund_notice,"Le montant de :amount a été remboursé sur votre compte.","Le montant de :amount a été remboursé sur votre compte. [MT]","Le montant de :amount a été remboursé sur votre compte. [MT]"
uk,apology,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
uk,mail_error_alert_title,"Alerte Échec Email","Alerte Échec Email [MT]","Alerte Échec Email [MT]"
uk,system_alert,"⚠️ ALERTE SYSTÈME","⚠️ ALERTE SYSTÈME [MT]","⚠️ ALERTE SYSTÈME [MT]"
uk,mail_send_failure_detected,"Échec d'envoi d'email détecté","Échec d'envoi d'email détecté [MT]","Échec d'envoi d'email détecté [MT]"
uk,email_sending_problem,"Problème d'envoi d'email","Problème d'envoi d'email [MT]","Problème d'envoi d'email [MT]"
uk,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]"
uk,error_details,"Détails de l'erreur","Détails de l'erreur [MT]","Détails de l'erreur [MT]"
uk,label_failed_recipient,"Destinataire concerné","Destinataire concerné [MT]","Destinataire concerné [MT]"
uk,label_context,Contexte,"Contexte [MT]","Contexte [MT]"
uk,label_error_message,"Message d'erreur","Message d'erreur [MT]","Message d'erreur [MT]"
uk,possible_causes,"Causes possibles","Causes possibles [MT]","Causes possibles [MT]"
uk,cause_daily_limit,"Limite quotidienne atteinte","Limite quotidienne atteinte [MT]","Limite quotidienne atteinte [MT]"
uk,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.","La plateforme d'envoi peut limiter le nombre d'emails par jour. [MT]","La plateforme d'envoi peut limiter le nombre d'emails par jour. [MT]"
uk,cause_smtp_connection,"Problème de connexion SMTP","Problème de connexion SMTP [MT]","Problème de connexion SMTP [MT]"
uk,cause_smtp_connection_details,"Le serveur SMTP peut être temporairement indisponible.","Le serveur SMTP peut être temporairement indisponible. [MT]","Le serveur SMTP peut être temporairement indisponible. [MT]"
uk,cause_auth_failed,"Authentification échouée","Authentification échouée [MT]","Authentification échouée [MT]"
uk,cause_auth_failed_details,"Vérifiez les identifiants dans le fichier .env","Vérifiez les identifiants dans le fichier .env [MT]","Vérifiez les identifiants dans le fichier .env [MT]"
uk,cause_app_password_revoked,"Mot de passe d'application expiré","Mot de passe d'application expiré [MT]","Mot de passe d'application expiré [MT]"
uk,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.","Le mot de passe d'application peut avoir été révoqué ou expiré. [MT]","Le mot de passe d'application peut avoir été révoqué ou expiré. [MT]"
uk,recommended_actions,"Actions recommandées","Actions recommandées [MT]","Actions recommandées [MT]"
uk,action_if_limit,"Si limite atteinte","Si limite atteinte [MT]","Si limite atteinte [MT]"
uk,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).","Attendez jusqu'à demain (réinitialisation à minuit PST). [MT]","Attendez jusqu'à demain (réinitialisation à minuit PST). [MT]"
uk,action_check_logs,"Vérifier les logs","Vérifier les logs [MT]","Vérifier les logs [MT]"
uk,action_check_logs_details,"Consultez storage/logs/laravel.log","Consultez storage/logs/laravel.log [MT]","Consultez storage/logs/laravel.log [MT]"
uk,action_test_connection,"Tester la connexion","Tester la connexion [MT]","Tester la connexion [MT]"
uk,action_check_config,"Vérifier la configuration","Vérifier la configuration [MT]","Vérifier la configuration [MT]"
uk,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env","Contrôlez les paramètres SMTP dans le fichier .env [MT]","Contrôlez les paramètres SMTP dans le fichier .env [MT]"
uk,action_regenerate_password,"Régénérer le mot de passe","Régénérer le mot de passe [MT]","Régénérer le mot de passe [MT]"
uk,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.","Si nécessaire, créez un nouveau mot de passe d'application. [MT]","Si nécessaire, créez un nouveau mot de passe d'application. [MT]"
